Serial_Order	Language_Name	Language_ID	Domain_ID	Domain_Type	Abstract_Type	CrossL_Fracture	MinMax_Fracture	Lspecific_Fracture	Left_Edge	Right_Edge	Convergence	Relative_Convergence	Size	Relative_Size	Largest	Position_Total	Planar_ID	Overlap_Verbal	Overlap_Verbal_Extended	Overlap_Nominal	Test_Labels	Analysis_Type	PW_Pattern	Notes	Tests_Total
214	Hup	hupd1244	hupd1244_n_segmental_vowel.assimilation_minimal_vowel.copying	phonological	segmental	vowel.assimilation	minimal	vowel.copying	5	5	2	0.17	1	0.07	15	15	hupd1244_nominal	6	NA	5	Vowel Copy Min.	constituency	assimilation	NA	12
215	Hup	hupd1244	hupd1244_n_suprasegmental_accent_stress	phonological	suprasegmental	accent	NA	stress	5	15	3	0.25	11	0.73	15	15	hupd1244_nominal	6	NA	5	Stress	constituency	stress	NA	12
216	Hup	hupd1244	hupd1244_v_ciscategorial.selection_maximal	morphosyntactic	ciscategorial.selection	NA	maximal	NA	2	18	1	0.07	17	0.53	32	32	hupd1244_verbal	6	NA	5	Ciscat. Sel. Max.	constituency	morphosyntactic	NA	15
217	Hup	hupd1244	hupd1244_v_ciscategorial.selection_minimal	morphosyntactic	ciscategorial.selection	NA	minimal	NA	3	10	2	0.13	8	0.25	32	32	hupd1244_verbal	6	NA	5	Ciscat. Sel. Min.	constituency	morphosyntactic	NA	15
218	Hup	hupd1244	hupd1244_v_free.occurrence_maximal	indeterminate	free.occurrence	NA	maximal	NA	2	30	2	0.13	29	0.91	32	32	hupd1244_verbal	6	NA	5	Free Ocurr. Max.	constituency	indeterminate	NA	15
219	Hup	hupd1244	hupd1244_v_free.occurrence_minimal	indeterminate	free.occurrence	NA	minimal	NA	6	20	3	0.2	15	0.47	32	32	hupd1244_verbal	6	NA	5	Free Ocurr. Min.	constituency	indeterminate	NA	15
220	Hup	hupd1244	hupd1244_v_noninterruption_multipositional_1	morphosyntactic	noninterruption	multipositional	NA	1	2	30	2	0.13	29	0.91	32	32	hupd1244_verbal	6	NA	5	Non-interrupt. Max.	constituency	morphosyntactic	NA	15
221	Hup	hupd1244	hupd1244_v_noninterruption_multipositional_2	morphosyntactic	noninterruption	multipositional	NA	2	3	10	2	0.13	8	0.25	32	32	hupd1244_verbal	6	NA	5	Non-interrupt. Min.	constituency	morphosyntactic	NA	15
222	Hup	hupd1244	hupd1244_v_nonpermutability_rigid	morphosyntactic	nonpermutability	rigid	NA	NA	2	10	1	0.07	9	0.28	32	32	hupd1244_verbal	6	NA	5	Non-permut. Rigid	constituency	morphosyntactic	NA	15
223	Hup	hupd1244	hupd1244_v_nonpermutability_scopal	morphosyntactic	nonpermutability	scopal	NA	NA	7	10	1	0.07	4	0.12	32	32	hupd1244_verbal	6	NA	5	Non-permut. Scope	constituency	morphosyntactic	NA	15
224	Hup	hupd1244	hupd1244_v_recursion.based_base	morphosyntactic	recursion.based	NA	NA	base	6	6	1	0.07	1	0.03	32	32	hupd1244_verbal	6	NA	5	Subspan Rep. Base	constituency	morphosyntactic	NA	15
225	Hup	hupd1244	hupd1244_v_recursion.based_sentence	morphosyntactic	recursion.based	NA	NA	sentence	1	32	1	0.07	32	1	32	32	hupd1244_verbal	6	NA	5	Subspan Rep. Clause	constituency	morphosyntactic	NA	15
226	Hup	hupd1244	hupd1244_v_segmental_consonant.deletion_consonant.deletion	phonological	segmental	consonant.deletion	NA	consonant.deletion	6	20	3	0.2	15	0.47	32	32	hupd1244_verbal	6	NA	5	Consonant Del.	constituency	deletion	NA	15
227	Hup	hupd1244	hupd1244_v_segmental_vowel.assimilation_maximal_vowel.copying	phonological	segmental	vowel.assimilation	maximal	vowel.copying	2	32	1	0.07	31	0.97	32	32	hupd1244_verbal	6	NA	5	Vowel Copy Max.	constituency	assimilation	NA	15
228	Hup	hupd1244	hupd1244_v_segmental_vowel.assimilation_minimal_vowel.copying	phonological	segmental	vowel.assimilation	minimal	vowel.copying	6	20	3	0.2	15	0.47	32	32	hupd1244_verbal	6	NA	5	Vowel Copy Min.	constituency	assimilation	NA	15
229	Hup	hupd1244	hupd1244_v_suprasegmental_accent_maximal_stress	phonological	suprasegmental	accent	maximal	stress	3	26	1	0.07	24	0.75	32	32	hupd1244_verbal	6	NA	5	Stress Max.	constituency	stress	NA	15
230	Hup	hupd1244	hupd1244_v_suprasegmental_accent_minimal_stress	phonological	suprasegmental	accent	minimal	stress	2	26	1	0.07	25	0.78	32	32	hupd1244_verbal	6	NA	5	Stress Min.	constituency	stress	NA	15
231	Chorote	iyoj1235	iyoj1235_v_ciscategorial.selection_broad_maximal	morphosyntactic	ciscategorial.selection	broad	maximal	NA	8	40	1	0.04	33	0.89	37	46	iyoj1235_verbal	16	NA	NA	NA	constituency	morphosyntactic	NA	28
232	Chorote	iyoj1235	iyoj1235_v_ciscategorial.selection_broad_minimal	morphosyntactic	ciscategorial.selection	broad	minimal	NA	14	22	2	0.07	9	0.24	37	46	iyoj1235_verbal	16	NA	NA	NA	constituency	morphosyntactic	NA	28
233	Chorote	iyoj1235	iyoj1235_v_ciscategorial.selection_narrow_maximal	morphosyntactic	ciscategorial.selection	narrow	maximal	NA	14	37	1	0.04	24	0.65	37	46	iyoj1235_verbal	16	NA	NA	NA	constituency	morphosyntactic	NA	28
234	Chorote	iyoj1235	iyoj1235_v_ciscategorial.selection_narrow_minimal	morphosyntactic	ciscategorial.selection	narrow	minimal	NA	14	20	1	0.04	7	0.19	37	46	iyoj1235_verbal	16	NA	NA	NA	constituency	morphosyntactic	NA	28
235	Chorote	iyoj1235	iyoj1235_v_deviations_allomorphy_realis.irrealis	indeterminate	deviations	allomorphy	NA	realis.irrealis	14	18	2	0.07	5	0.14	37	46	iyoj1235_verbal	16	NA	NA	NA	constituency	indeterminate	NA	28
236	Chorote	iyoj1235	iyoj1235_v_deviations_extended.exponence	indeterminate	deviations	extended.exponence	NA	NA	14	29	1	0.04	16	0.43	37	46	iyoj1235_verbal	16	NA	NA	NA	constituency	indeterminate	NA	28
237	Chorote	iyoj1235	iyoj1235_v_deviations_suppletion_inflectional.class	indeterminate	deviations	suppletion	NA	inflectional.class	16	18	1	0.04	3	0.08	37	46	iyoj1235_verbal	16	NA	NA	NA	constituency	indeterminate	NA	28
238	Chorote	iyoj1235	iyoj1235_v_free.occurrence_maximal	indeterminate	free.occurrence	NA	maximal	NA	4	40	2	0.07	37	1	37	46	iyoj1235_verbal	16	NA	NA	NA	constituency	indeterminate	NA	28
239	Chorote	iyoj1235	iyoj1235_v_free.occurrence_minimal	indeterminate	free.occurrence	NA	minimal	NA	16	16	1	0.04	1	0.03	37	46	iyoj1235_verbal	16	NA	NA	NA	constituency	indeterminate	NA	28
240	Chorote	iyoj1235	iyoj1235_v_noninterruption_complex	morphosyntactic	noninterruption	complex	NA	NA	7	41	1	0.04	35	0.95	37	46	iyoj1235_verbal	16	NA	NA	NA	constituency	morphosyntactic	NA	28
241	Chorote	iyoj1235	iyoj1235_v_noninterruption_multipositional	morphosyntactic	noninterruption	multipositional	NA	NA	14	22	2	0.07	9	0.24	37	46	iyoj1235_verbal	16	NA	NA	NA	constituency	morphosyntactic	NA	28
242	Chorote	iyoj1235	iyoj1235_v_noninterruption_simplex_rem.past.free	morphosyntactic	noninterruption	simplex	NA	rem.past.free	14	39	1	0.04	26	0.7	37	46	iyoj1235_verbal	16	NA	NA	NA	constituency	morphosyntactic	NA	28
243	Chorote	iyoj1235	iyoj1235_v_noninterruption_simplex_rem.past.not.free	morphosyntactic	noninterruption	simplex	NA	rem.past.not.free	14	38	1	0.04	25	0.68	37	46	iyoj1235_verbal	16	NA	NA	NA	constituency	morphosyntactic	NA	28
244	Chorote	iyoj1235	iyoj1235_v_nonpermutability	morphosyntactic	nonpermutability	NA	NA	NA	14	23	1	0.04	10	0.27	37	46	iyoj1235_verbal	16	NA	NA	NA	constituency	morphosyntactic	NA	28
245	Chorote	iyoj1235	iyoj1235_v_recursion.based_maximal	morphosyntactic	recursion.based	NA	maximal	NA	8	39	1	0.04	32	0.86	37	46	iyoj1235_verbal	16	NA	NA	NA	constituency	morphosyntactic	NA	28
246	Chorote	iyoj1235	iyoj1235_v_recursion.based_minimal	indeterminate	recursion.based	NA	minimal	NA	8	38	1	0.04	31	0.84	37	46	iyoj1235_verbal	16	NA	NA	NA	constituency	indeterminate	NA	28
247	Chorote	iyoj1235	iyoj1235_v_segmental_consonant.assimilation_maximal_palatalization.coronals.only	phonological	segmental	consonant.assimilation	maximal	palatalization.coronals.only	14	46	1	0.04	33	0.89	37	46	iyoj1235_verbal	16	NA	NA	NA	constituency	assimilation	NA	28
248	Chorote	iyoj1235	iyoj1235_v_segmental_consonant.assimilation_maximal_palatalization.with.k(‘)y	phonological	segmental	consonant.assimilation	maximal	palatalization.with.k(‘)y	14	40	2	0.07	27	0.73	37	46	iyoj1235_verbal	16	NA	NA	NA	constituency	assimilation	NA	28
249	Chorote	iyoj1235	iyoj1235_v_segmental_consonant.assimilation_maximal_palatalization.without.k(‘)y	phonological	segmental	consonant.assimilation	maximal	palatalization.without.k(‘)y	14	40	2	0.07	27	0.73	37	46	iyoj1235_verbal	16	NA	NA	NA	constituency	assimilation	NA	28
250	Chorote	iyoj1235	iyoj1235_v_segmental_consonant.assimilation_minimal_palatalization.coronals.only	phonological	segmental	consonant.assimilation	minimal	palatalization.coronals.only	14	16	2	0.07	3	0.08	37	46	iyoj1235_verbal	16	NA	NA	NA	constituency	assimilation	NA	28
251	Chorote	iyoj1235	iyoj1235_v_segmental_consonant.assimilation_minimal_palatalization.with.k(‘)y	phonological	segmental	consonant.assimilation	minimal	palatalization.with.k(‘)y	14	16	2	0.07	3	0.08	37	46	iyoj1235_verbal	16	NA	NA	NA	constituency	assimilation	NA	28
252	Chorote	iyoj1235	iyoj1235_v_segmental_consonant.assimilation_minimal_palatalization.without.k(‘)y	phonological	segmental	consonant.assimilation	minimal	palatalization.without.k(‘)y	14	18	2	0.07	5	0.14	37	46	iyoj1235_verbal	16	NA	NA	NA	constituency	assimilation	Possibly right edge is 25	28
253	Chorote	iyoj1235	iyoj1235_v_segmental_consonant.insertion_maximal_insertion.of./y/	phonological	segmental	consonant.insertion	maximal	insertion.of./y/	16	44	1	0.04	29	0.78	37	46	iyoj1235_verbal	16	NA	NA	NA	constituency	insertion	NA	28
254	Chorote	iyoj1235	iyoj1235_v_segmental_consonant.insertion_minimal_insertion.of./y/	phonological	segmental	consonant.insertion	minimal	insertion.of./y/	16	32	1	0.04	17	0.46	37	46	iyoj1235_verbal	16	NA	NA	NA	constituency	insertion	NA	28
255	Chorote	iyoj1235	iyoj1235_v_segmental_consonant.insertion_minimal_insertion.of./y/,.fractured.according.to.analysis.“maximal”	phonological	segmental	consonant.insertion	minimal	insertion.of./y/,.fractured.according.to.analysis.“maximal”	16	34	2	0.07	19	0.51	37	46	iyoj1235_verbal	16	NA	NA	NA	constituency	insertion	Looks like overfracturing to  me	28
256	Chorote	iyoj1235	iyoj1235_v_suprasegmental_accent_maximal	phonological	suprasegmental	accent	maximal	NA	4	40	2	0.07	37	1	37	46	iyoj1235_verbal	16	NA	NA	NA	constituency	stress	NA	28
257	Chorote	iyoj1235	iyoj1235_v_suprasegmental_accent_minimal_construction.1	phonological	suprasegmental	accent	minimal	construction.1	15	16	1	0.04	2	0.05	37	46	iyoj1235_verbal	16	NA	NA	NA	constituency	stress	NA	28
258	Chorote	iyoj1235	iyoj1235_v_suprasegmental_accent_minimal_construction.2	phonological	suprasegmental	accent	minimal	construction.2	16	34	2	0.07	19	0.51	37	46	iyoj1235_verbal	16	NA	NA	NA	constituency	stress	NA	28
259	Mebengokre	kaya1330	kaya1330_v_deviations_allomorphy_finiteness	indeterminate	deviations	allomorphy	NA	finiteness	13	15	3	0.2	3	0.16	19	32	kaya1330_verbal	15	NA	NA	NA	constituency	indeterminate	NA	15
260	Mebengokre	kaya1330	kaya1330_v_deviations_suppletion	indeterminate	deviations	suppletion	NA	NA	13	15	3	0.2	3	0.16	19	32	kaya1330_verbal	15	NA	NA	NA	constituency	indeterminate	NA	15
261	Mebengokre	kaya1330	kaya1330_v_deviations_suppletion_suppletion.for.number	indeterminate	deviations	suppletion	NA	suppletion.for.number	13	15	3	0.2	3	0.16	19	32	kaya1330_verbal	15	NA	NA	NA	constituency	allomorphy	NA	15
262	Mebengokre	kaya1330	kaya1330_v_free.occurrence_maximal	indeterminate	free.occurrence	NA	maximal	NA	3	21	1	0.07	19	1	19	32	kaya1330_verbal	15	NA	NA	NA	constituency	indeterminate	NA	15
263	Mebengokre	kaya1330	kaya1330_v_free.occurrence_minimal_declarative	indeterminate	free.occurrence	NA	minimal	declarative	4	15	1	0.07	12	0.63	19	32	kaya1330_verbal	15	NA	NA	NA	constituency	indeterminate	NA	15
264	Mebengokre	kaya1330	kaya1330_v_free.occurrence_minimal_imperative	indeterminate	free.occurrence	NA	minimal	imperative	10	15	2	0.13	6	0.32	19	32	kaya1330_verbal	15	NA	NA	NA	constituency	indeterminate	NA	15
265	Mebengokre	kaya1330	kaya1330_v_idiom	indeterminate	idiom	NA	NA	NA	9	21	1	0.07	13	0.68	19	32	kaya1330_verbal	15	NA	NA	NA	constituency	indeterminate	NA	15
266	Mebengokre	kaya1330	kaya1330_v_nonpermutability_maximal	morphosyntactic	nonpermutability	NA	maximal	NA	12	22	1	0.07	11	0.58	19	32	kaya1330_verbal	15	NA	NA	NA	constituency	morphosyntactic	NA	15
267	Mebengokre	kaya1330	kaya1330_v_nonpermutability_rigid_minimal	morphosyntactic	nonpermutability	rigid	minimal	NA	12	15	3	0.2	4	0.21	19	32	kaya1330_verbal	15	NA	NA	NA	constituency	morphosyntactic	NA	15
268	Mebengokre	kaya1330	kaya1330_v_pausing_pause	indeterminate	pausing	pause	NA	NA	11	16	1	0.07	6	0.32	19	32	kaya1330_verbal	15	NA	NA	NA	constituency	indeterminate	NA	15
269	Mebengokre	kaya1330	kaya1330_v_recursion.based_maximal_coordination	morphosyntactic	recursion.based	NA	maximal	coordination	4	22	1	0.07	19	1	19	32	kaya1330_verbal	15	NA	NA	NA	constituency	morphosyntactic	NA	15
270	Mebengokre	kaya1330	kaya1330_v_recursion.based_maximal_subordination	morphosyntactic	recursion.based	NA	maximal	subordination	5	15	1	0.07	11	0.58	19	32	kaya1330_verbal	15	NA	NA	NA	constituency	morphosyntactic	NA	15
271	Mebengokre	kaya1330	kaya1330_v_recursion.based_minimal_coordination	indeterminate	recursion.based	NA	minimal	coordination	10	15	2	0.13	6	0.32	19	32	kaya1330_verbal	15	NA	NA	NA	constituency	indeterminate	Flagged: not clear if this test was applied correctly	15
272	Mebengokre	kaya1330	kaya1330_v_segmental_consonant.deletion_consonant.deletion	phonological	segmental	consonant.deletion	NA	consonant.deletion	12	15	3	0.2	4	0.21	19	32	kaya1330_verbal	15	NA	NA	NA	constituency	deletion	NA	15
273	Mebengokre	kaya1330	kaya1330_v_segmental_vowel.deletion_vowel.deletion	phonological	segmental	vowel.deletion	NA	vowel.deletion	12	15	3	0.2	4	0.21	19	32	kaya1330_verbal	15	NA	NA	NA	constituency	deletion	NA	15
274	Kiowa	kiow1266	kiow1266_v_ciscategorial.selection	morphosyntactic	ciscategorial.selection	NA	NA	NA	29	33	2	0.12	5	0.13	39	39	kiow1266_verbal	29	NA	NA	NA	constituency	morphosyntactic	NA	17
275	Kiowa	kiow1266	kiow1266_v_deviations_suppletion	indeterminate	deviations	suppletion	NA	NA	29	34	1	0.06	6	0.15	39	39	kiow1266_verbal	29	NA	NA	NA	constituency	indeterminate	NA	17
276	Kiowa	kiow1266	kiow1266_v_free.occurrence_maximal	indeterminate	free.occurrence	NA	maximal	NA	25	36	2	0.12	12	0.31	39	39	kiow1266_verbal	29	NA	NA	NA	constituency	indeterminate	NA	17
277	Kiowa	kiow1266	kiow1266_v_free.occurrence_minimal	indeterminate	free.occurrence	NA	minimal	NA	25	30	1	0.06	6	0.15	39	39	kiow1266_verbal	29	NA	NA	NA	constituency	indeterminate	NA	17
278	Kiowa	kiow1266	kiow1266_v_noninterruption_complex	morphosyntactic	noninterruption	complex	NA	NA	23	36	1	0.06	14	0.36	39	39	kiow1266_verbal	29	NA	NA	NA	constituency	morphosyntactic	NA	17
279	Kiowa	kiow1266	kiow1266_v_noninterruption_simplex	morphosyntactic	noninterruption	simplex	NA	NA	29	36	2	0.12	8	0.21	39	39	kiow1266_verbal	29	NA	NA	NA	constituency	morphosyntactic	NA	17
280	Kiowa	kiow1266	kiow1266_v_pausing	indeterminate	pausing	NA	NA	NA	1	39	2	0.12	39	1	39	39	kiow1266_verbal	29	NA	NA	NA	constituency	indeterminate	NA	17
281	Kiowa	kiow1266	kiow1266_v_recursion.based_maximal	morphosyntactic	recursion.based	NA	maximal	NA	1	39	2	0.12	39	1	39	39	kiow1266_verbal	29	NA	NA	NA	constituency	morphosyntactic	NA	17
282	Kiowa	kiow1266	kiow1266_v_segmental_consonant.assimilation_maximal_cluster.devoicing	phonological	segmental	consonant.assimilation	maximal	cluster.devoicing	29	33	2	0.12	5	0.13	39	39	kiow1266_verbal	29	NA	NA	NA	constituency	assimilation	NA	17
283	Kiowa	kiow1266	kiow1266_v_segmental_consonant.assimilation_minimal_cluster.devoicing	phonological	segmental	consonant.assimilation	minimal	cluster.devoicing	29	31	1	0.06	3	0.08	39	39	kiow1266_verbal	29	NA	NA	NA	constituency	assimilation	NA	17
284	Kiowa	kiow1266	kiow1266_v_segmental_consonant.change_maximal_dental-velar.switch	phonological	segmental	consonant.change	maximal	dental-velar.switch	26	36	2	0.12	11	0.28	39	39	kiow1266_verbal	29	NA	NA	NA	constituency	assimilation	NA	17
285	Kiowa	kiow1266	kiow1266_v_segmental_consonant.change_minimal_dental-velar.switch	phonological	segmental	consonant.change	minimal	dental-velar.switch	30	33	1	0.06	4	0.1	39	39	kiow1266_verbal	29	NA	NA	NA	constituency	assimilation	NA	17
286	Kiowa	kiow1266	kiow1266_v_segmental_syllabification_maximal_syllabification.sensitive.processes	phonological	segmental	syllabification	maximal	syllabification.sensitive.processes	26	36	2	0.12	11	0.28	39	39	kiow1266_verbal	29	NA	NA	NA	constituency	syllable	NA	17
287	Kiowa	kiow1266	kiow1266_v_segmental_syllabification_minimal_syllabification.sensitive.processes	phonological	segmental	syllabification	minimal	syllabification.sensitive.processes	29	36	2	0.12	8	0.21	39	39	kiow1266_verbal	29	NA	NA	NA	constituency	syllable	NA	17
288	Kiowa	kiow1266	kiow1266_v_segmental_vowel.deletion_vowel.deletion	phonological	segmental	vowel.deletion	NA	vowel.deletion	29	30	1	0.06	2	0.05	39	39	kiow1266_verbal	29	NA	NA	NA	constituency	deletion	NA	17
289	Kiowa	kiow1266	kiow1266_v_suprasegmental_tone.spreading_maximal_tone.lowering	phonological	suprasegmental	tone.spreading	maximal	tone.lowering	25	36	2	0.12	12	0.31	39	39	kiow1266_verbal	29	NA	NA	NA	constituency	tone	NA	17
290	Kiowa	kiow1266	kiow1266_v_suprasegmental_tone.spreading_minimal_tone.lowering	phonological	suprasegmental	tone.spreading	minimal	tone.lowering	25	33	1	0.06	9	0.23	39	39	kiow1266_verbal	29	NA	NA	NA	constituency	tone	NA	17
291	Martinican	mart1259	mart1259_v_ciscategorial.selection_maximal	morphosyntactic	ciscategorial.selection	NA	maximal	NA	2	26	1	0.08	25	1	25	27	mart1259_verbal	18	NA	NA	NA	constituency	morphosyntactic	NA	12
292	Martinican	mart1259	mart1259_v_ciscategorial.selection_minimal	morphosyntactic	ciscategorial.selection	NA	minimal	NA	17	18	1	0.08	2	0.08	25	27	mart1259_verbal	18	NA	NA	NA	constituency	morphosyntactic	NA	12
293	Martinican	mart1259	mart1259_v_deviations_suppletion_patient.pronouns	indeterminate	deviations	suppletion	NA	patient.pronouns	18	20	1	0.08	3	0.12	25	27	mart1259_verbal	18	NA	NA	NA	constituency	indeterminate	NA	12
294	Martinican	mart1259	mart1259_v_deviations_suppletion_recipient.pronouns	indeterminate	deviations	suppletion	NA	recipient.pronouns	18	19	1	0.08	2	0.08	25	27	mart1259_verbal	18	NA	NA	NA	constituency	indeterminate	NA	12
295	Martinican	mart1259	mart1259_v_free.occurrence_maximal	indeterminate	free.occurrence	NA	maximal	NA	17	20	4	0.33	4	0.16	25	27	mart1259_verbal	18	NA	NA	NA	constituency	indeterminate	NA	12
296	Martinican	mart1259	mart1259_v_free.occurrence_minimal	indeterminate	free.occurrence	NA	minimal	NA	18	18	1	0.08	1	0.04	25	27	mart1259_verbal	18	NA	NA	NA	constituency	indeterminate	NA	12
297	Martinican	mart1259	mart1259_v_noninterruption	morphosyntactic	noninterruption	NA	NA	NA	17	20	4	0.33	4	0.16	25	27	mart1259_verbal	18	NA	NA	NA	constituency	morphosyntactic	NA	12
298	Martinican	mart1259	mart1259_v_nonpermutability_declarative.and.interrogative	morphosyntactic	nonpermutability	NA	NA	declarative.and.interrogative	4	25	1	0.08	22	0.88	25	27	mart1259_verbal	18	NA	NA	NA	constituency	morphosyntactic	NA	12
299	Martinican	mart1259	mart1259_v_nonpermutability_rigid	morphosyntactic	nonpermutability	rigid	NA	NA	17	20	4	0.33	4	0.16	25	27	mart1259_verbal	18	NA	NA	NA	constituency	morphosyntactic	NA	12
300	Martinican	mart1259	mart1259_v_nonpermutability_rigid_interrogative	morphosyntactic	nonpermutability	rigid	NA	interrogative	3	25	1	0.08	23	0.92	25	27	mart1259_verbal	18	NA	NA	NA	constituency	morphosyntactic	NA	12
301	Martinican	mart1259	mart1259_v_recursion.based_complement.clause	morphosyntactic	recursion.based	NA	NA	complement.clause	4	27	1	0.08	24	0.96	25	27	mart1259_verbal	18	NA	NA	NA	constituency	morphosyntactic	NA	12
302	Martinican	mart1259	mart1259_v_suprasegmental_accent	phonological	suprasegmental	accent	NA	NA	17	20	4	0.33	4	0.16	25	27	mart1259_verbal	18	NA	NA	NA	constituency	stress	NA	12
303	Mocoví	moco1246	moco1246_v_ciscategorial.selection	morphosyntactic	ciscategorial.selection	NA	NA	NA	7	11	3	0.14	5	0.31	16	20	moco1246_verbal	7	NA	NA	Ciscat. Sel.	constituency	morphosyntactic	NA	22
304	Mocoví	moco1246	moco1246_v_deviations_allomorphy_person.marking	indeterminate	deviations	allomorphy	NA	person.marking	6	7	5	0.23	2	0.12	16	20	moco1246_verbal	7	NA	NA	Dev. Biunique. Pers.	constituency	indeterminate	NA	22
305	Mocoví	moco1246	moco1246_v_deviations_allomorphy_progressive.marking	indeterminate	deviations	allomorphy	NA	progressive.marking	6	18	1	0.05	13	0.81	16	20	moco1246_verbal	7	NA	NA	Dev. Biunique. Prog.	constituency	indeterminate	NA	22
306	Mocoví	moco1246	moco1246_v_free.occurrence_maximal	indeterminate	free.occurrence	NA	maximal	NA	4	18	4	0.18	15	0.94	16	20	moco1246_verbal	7	NA	NA	Free Ocurr. Max.	constituency	indeterminate	NA	22
307	Mocoví	moco1246	moco1246_v_free.occurrence_minimal	indeterminate	free.occurrence	NA	minimal	NA	6	7	5	0.23	2	0.12	16	20	moco1246_verbal	7	NA	NA	Free Ocurr. Min.	constituency	indeterminate	NA	22
308	Mocoví	moco1246	moco1246_v_noninterruption_simplex	morphosyntactic	noninterruption	simplex	NA	NA	4	18	4	0.18	15	0.94	16	20	moco1246_verbal	7	NA	NA	Non-interrupt.	constituency	morphosyntactic	NA	22
309	Mocoví	moco1246	moco1246_v_nonpermutability_rigid	morphosyntactic	nonpermutability	rigid	NA	NA	4	18	4	0.18	15	0.94	16	20	moco1246_verbal	7	NA	NA	Non-permut. Rigid	constituency	morphosyntactic	NA	22
310	Mocoví	moco1246	moco1246_v_nonpermutability_rigid_verb.conditioned.variability	morphosyntactic	nonpermutability	rigid	NA	verb.conditioned.variability	4	15	1	0.05	12	0.75	16	20	moco1246_verbal	7	NA	NA	Non-permut. Rigid	constituency	morphosyntactic	NA	22
311	Mocoví	moco1246	moco1246_v_recursion.based_asyndetic_maximal_first.second.person.p	morphosyntactic	recursion.based	asyndetic	maximal	first.second.person.p	3	18	1	0.05	16	1	16	20	moco1246_verbal	7	NA	NA	Clause Comb. Asynd. Max. 1/2P	constituency	morphosyntactic	NA	22
312	Mocoví	moco1246	moco1246_v_recursion.based_asyndetic_maximal_third.person.p	morphosyntactic	recursion.based	asyndetic	maximal	third.person.p	6	19	2	0.09	14	0.88	16	20	moco1246_verbal	7	NA	NA	Clause Comb. Asynd. Max. 3P	constituency	morphosyntactic	NA	22
313	Mocoví	moco1246	moco1246_v_recursion.based_asyndetic_minimal	indeterminate	recursion.based	asyndetic	minimal	NA	6	7	5	0.23	2	0.12	16	20	moco1246_verbal	7	NA	NA	Clause Comb. Asynd. Min.	constituency	indeterminate	NA	22
314	Mocoví	moco1246	moco1246_v_recursion.based_syndetic_maximal_kan.and.then	morphosyntactic	recursion.based	syndetic	maximal	kan.and.then	6	19	2	0.09	14	0.88	16	20	moco1246_verbal	7	NA	NA	Clause Comb. Synd. Max.	constituency	morphosyntactic	NA	22
315	Mocoví	moco1246	moco1246_v_recursion.based_syndetic_minimal_nakoʔ.linker	indeterminate	recursion.based	syndetic	minimal	nakoʔ.linker	6	14	1	0.05	9	0.56	16	20	moco1246_verbal	7	NA	NA	Clause Comb. Synd. Min.	constituency	indeterminate	NA	22
316	Mocoví	moco1246	moco1246_v_segmental_consonant.assimilation_maximal_palatalization	phonological	segmental	consonant.assimilation	maximal	palatalization	6	15	2	0.09	10	0.62	16	20	moco1246_verbal	7	NA	NA	Palatal. Max.	constituency	assimilation	NA	22
317	Mocoví	moco1246	moco1246_v_segmental_consonant.assimilation_minimal_palatalization	phonological	segmental	consonant.assimilation	minimal	palatalization	7	11	3	0.14	5	0.31	16	20	moco1246_verbal	7	NA	NA	Palatal. Min.	constituency	assimilation	NA	22
